index,host,destination,start_timestamp,end_timestamp,nbytes_size,total_time
230.0,194.171.96.188,193.109.172.46,2016-05-05T00:34:16.657Z,2016-05-05T00:33:33.514Z,3581244416.0,43.143
231.0,194.171.96.216,194.171.101.189,2016-05-05T00:34:38.692Z,2016-05-05T00:34:29.893Z,4129769826.0,8.799
233.0,194.171.96.188,194.171.100.10,2016-05-05T00:35:30.106Z,2016-05-05T00:35:25.160Z,1404088003.0,4.946
234.0,194.171.96.209,194.171.100.36,2016-05-05T00:35:23.497Z,2016-05-05T00:35:14.580Z,4139598159.0,8.917
235.0,194.171.96.176,194.171.101.189,2016-05-05T00:35:36.179Z,2016-05-05T00:35:26.468Z,4172309875.0,9.711
236.0,194.171.96.177,194.171.101.163,2016-05-05T00:35:42.638Z,2016-05-05T00:35:33.065Z,4163662494.0,9.573
237.0,194.171.96.187,194.171.101.148,2016-05-05T00:35:53.149Z,2016-05-05T00:35:50.195Z,1401636684.0,2.954
238.0,194.171.96.217,194.171.100.36,2016-05-05T00:36:34.397Z,2016-05-05T00:36:27.708Z,1408443430.0,6.689
239.0,194.171.96.208,194.171.101.169,2016-05-05T00:36:51.517Z,2016-05-05T00:36:41.478Z,4137415104.0,10.039
240.0,194.171.96.208,194.171.101.132,2016-05-05T00:37:09.374Z,2016-05-05T00:37:07.773Z,742669313.0,1.601
241.0,194.171.96.205,150.214.37.139,2016-05-05T00:37:49.078Z,2016-05-05T00:37:49.057Z,423756.0,0.021
242.0,194.171.96.202,194.171.101.169,2016-05-05T00:37:44.333Z,2016-05-05T00:37:35.212Z,4186913410.0,9.121
243.0,194.171.96.203,150.214.37.139,2016-05-05T00:37:55.329Z,2016-05-05T00:37:55.105Z,621742.0,0.224
244.0,194.171.96.182,194.171.101.145,2016-05-05T00:38:08.914Z,2016-05-05T00:37:57.346Z,4133915214.0,11.568
245.0,194.171.96.205,194.171.101.148,2016-05-05T00:38:11.736Z,2016-05-05T00:38:04.650Z,4130646819.0,7.086
246.0,194.171.96.187,194.171.100.9,2016-05-05T00:38:20.521Z,2016-05-05T00:38:19.281Z,710878857.0,1.24
247.0,194.171.96.217,194.171.101.145,2016-05-05T00:38:26.170Z,2016-05-05T00:38:20.661Z,4112094626.0,5.509
248.0,194.171.96.188,194.171.100.8,2016-05-05T00:38:55.427Z,2016-05-05T00:38:54.161Z,706718960.0,1.266
249.0,194.171.96.203,131.154.130.109,2016-05-05T00:39:41.868Z,2016-05-05T00:39:39.839Z,493970760.0,2.029
250.0,194.171.96.179,141.34.192.68,2016-05-05T00:39:42.699Z,2016-05-05T00:34:58.700Z,2794707802.0,283.999
251.0,194.171.96.209,194.171.101.161,2016-05-05T00:39:42.786Z,2016-05-05T00:39:32.463Z,4204435353.0,10.323
252.0,194.171.96.203,194.171.101.200,2016-05-05T00:39:49.165Z,2016-05-05T00:39:42.899Z,2668281087.0,6.266
253.0,194.171.96.207,194.171.101.155,2016-05-05T00:39:47.612Z,2016-05-05T00:39:47.334Z,10826215.0,0.278
254.0,194.171.96.204,131.154.130.99,2016-05-05T00:39:52.512Z,2016-05-05T00:39:40.022Z,3332725928.0,12.49
255.0,194.171.96.203,150.214.37.139,2016-05-05T00:40:12.293Z,2016-05-05T00:40:12.024Z,663639.0,0.269
256.0,194.171.96.187,194.171.101.146,2016-05-05T00:40:10.226Z,2016-05-05T00:40:08.969Z,731721088.0,1.257
257.0,194.171.96.206,150.214.37.139,2016-05-05T00:40:18.520Z,2016-05-05T00:40:18.065Z,911190.0,0.455
258.0,194.171.96.207,150.214.37.139,2016-05-05T00:40:30.338Z,2016-05-05T00:40:30.312Z,475994.0,0.026
259.0,194.171.96.185,192.170.227.106,2016-05-05T00:40:27.813Z,2016-05-05T00:40:05.138Z,705302996.0,22.675
261.0,194.171.96.178,194.171.101.200,2016-05-05T00:40:54.116Z,2016-05-05T00:40:51.872Z,1398054682.0,2.244
262.0,194.171.96.183,192.114.102.102,2016-05-05T00:40:56.282Z,2016-05-05T00:38:55.860Z,3243511227.0,120.422
263.0,194.171.96.187,194.171.101.200,2016-05-05T00:41:02.988Z,2016-05-05T00:41:00.472Z,1543185505.0,2.516
264.0,194.171.96.207,145.100.32.116,2016-05-05T00:41:00.148Z,2016-05-05T00:40:56.709Z,923546522.0,3.439
265.0,194.171.96.208,145.100.32.170,2016-05-05T00:41:00.038Z,2016-05-05T00:40:56.710Z,926197922.0,3.328
266.0,194.171.96.180,145.100.32.151,2016-05-05T00:41:03.287Z,2016-05-05T00:40:59.836Z,951263142.0,3.451
267.0,194.171.96.206,194.171.100.8,2016-05-05T00:41:15.411Z,2016-05-05T00:41:09.231Z,4176191077.0,6.18
268.0,194.171.96.206,150.214.37.139,2016-05-05T00:41:17.586Z,2016-05-05T00:41:17.558Z,422045.0,0.028
269.0,194.171.96.206,150.214.37.139,2016-05-05T00:41:23.643Z,2016-05-05T00:41:23.611Z,414551.0,0.032
270.0,194.171.96.181,194.171.100.8,2016-05-05T00:41:40.443Z,2016-05-05T00:41:29.331Z,4155959473.0,11.112
271.0,194.171.96.209,145.100.48.62,2016-05-05T00:41:41.616Z,2016-05-05T00:41:41.042Z,228478438.0,0.574
272.0,194.171.96.179,194.171.101.155,2016-05-05T00:41:44.331Z,2016-05-05T00:41:41.953Z,1414010377.0,2.378
273.0,194.171.96.204,194.171.101.200,2016-05-05T00:41:54.159Z,2016-05-05T00:41:46.921Z,4183819616.0,7.238
274.0,194.171.96.204,150.214.37.139,2016-05-05T00:41:55.054Z,2016-05-05T00:41:55.022Z,470748.0,0.032
275.0,194.171.96.207,194.171.100.8,2016-05-05T00:42:03.571Z,2016-05-05T00:41:54.470Z,4124446248.0,9.101
276.0,194.171.96.191,129.107.255.17,2016-05-05T00:42:29.017Z,2016-05-05T00:39:04.430Z,3243548403.0,204.587
277.0,194.171.96.187,194.171.100.4,2016-05-05T00:42:38.016Z,2016-05-05T00:42:37.751Z,11973891.0,0.265
278.0,194.171.96.175,129.107.255.16,2016-05-05T00:42:39.046Z,2016-05-05T00:39:04.792Z,3224934506.0,214.254
279.0,194.171.96.217,134.79.128.10,2016-05-05T00:42:44.740Z,2016-05-05T00:12:31.020Z,3561615369.0,1813.72
280.0,194.171.96.208,194.171.100.9,2016-05-05T00:42:51.156Z,2016-05-05T00:42:41.278Z,2677899407.0,9.878
281.0,194.171.96.206,150.214.37.139,2016-05-05T00:43:13.399Z,2016-05-05T00:43:13.366Z,425600.0,0.033
282.0,194.171.96.181,192.114.102.102,2016-05-05T00:43:41.954Z,2016-05-05T00:38:54.472Z,3204764098.0,287.482
283.0,194.171.96.188,192.114.102.102,2016-05-05T00:44:11.707Z,2016-05-05T00:38:53.765Z,3248136045.0,317.942
284.0,194.171.96.173,194.171.100.4,2016-05-05T00:44:06.087Z,2016-05-05T00:43:57.784Z,4194834654.0,8.303
285.0,194.171.96.203,194.171.101.155,2016-05-05T00:44:04.923Z,2016-05-05T00:43:54.135Z,4143798263.0,10.788
286.0,194.171.96.203,194.171.101.151,2016-05-05T00:44:14.548Z,2016-05-05T00:44:06.242Z,4102831935.0,8.306
287.0,194.171.96.207,194.171.101.137,2016-05-05T00:44:22.270Z,2016-05-05T00:44:16.385Z,2644809094.0,5.885
288.0,194.171.96.208,194.171.100.2,2016-05-05T00:44:27.385Z,2016-05-05T00:44:18.687Z,4157070580.0,8.698
289.0,194.171.96.190,193.62.56.39,2016-05-05T00:44:23.533Z,2016-05-05T00:43:54.252Z,4248246208.0,29.281
290.0,194.171.96.207,194.171.101.151,2016-05-05T00:44:29.855Z,2016-05-05T00:44:25.493Z,2676595428.0,4.362
291.0,194.171.96.216,129.187.131.65,2016-05-05T00:44:37.981Z,2016-05-05T00:43:33.836Z,1075145798.0,64.145
292.0,194.171.96.209,150.214.37.139,2016-05-05T00:44:48.412Z,2016-05-05T00:44:48.386Z,454607.0,0.026
293.0,194.171.96.206,150.214.37.139,2016-05-05T00:44:42.247Z,2016-05-05T00:44:42.216Z,432093.0,0.031
294.0,194.171.96.204,194.171.100.8,2016-05-05T00:44:53.928Z,2016-05-05T00:44:48.684Z,1407485241.0,5.244
295.0,194.171.96.176,194.171.101.189,2016-05-05T00:44:50.886Z,2016-05-05T00:44:28.461Z,4154272243.0,22.425
296.0,194.171.96.209,131.154.130.99,2016-05-05T00:45:46.436Z,2016-05-05T00:45:37.310Z,725422609.0,9.126
297.0,194.171.96.185,131.154.130.99,2016-05-05T00:45:49.152Z,2016-05-05T00:45:37.287Z,733233452.0,11.865
298.0,194.171.96.202,194.171.100.11,2016-05-05T00:45:58.470Z,2016-05-05T00:45:48.216Z,4148705027.0,10.254
299.0,194.171.96.179,194.171.100.157,2016-05-05T00:45:52.360Z,2016-05-05T00:45:52.121Z,1385009.0,0.239
300.0,194.171.96.179,194.171.101.189,2016-05-05T00:45:54.356Z,2016-05-05T00:45:52.286Z,1400225278.0,2.07
301.0,194.171.96.176,134.79.128.10,2016-05-05T00:46:01.090Z,2016-05-05T00:45:30.472Z,709649142.0,30.618
302.0,194.171.96.202,194.171.100.11,2016-05-05T00:46:19.006Z,2016-05-05T00:46:12.482Z,2676609232.0,6.524
303.0,194.171.96.204,194.171.101.189,2016-05-05T00:46:19.642Z,2016-05-05T00:46:16.822Z,1412777545.0,2.82
304.0,194.171.96.178,193.62.56.36,2016-05-05T00:46:30.478Z,2016-05-05T00:43:54.018Z,3481250515.0,156.46
305.0,194.171.96.180,134.79.128.10,2016-05-05T00:46:46.351Z,2016-05-05T00:36:39.522Z,2787318889.0,606.829
306.0,194.171.96.184,194.171.101.137,2016-05-05T00:47:03.414Z,2016-05-05T00:46:54.223Z,4141587865.0,9.191
307.0,194.171.96.217,194.171.101.137,2016-05-05T00:47:15.957Z,2016-05-05T00:47:14.447Z,930186962.0,1.51
308.0,194.171.96.206,194.171.100.4,2016-05-05T00:47:18.956Z,2016-05-05T00:47:00.651Z,4120148192.0,18.305
309.0,194.171.96.210,150.214.37.139,2016-05-05T00:47:33.354Z,2016-05-05T00:47:33.025Z,723225.0,0.329
310.0,194.171.96.207,194.171.100.11,2016-05-05T00:47:34.619Z,2016-05-05T00:47:21.770Z,2675165028.0,12.849
311.0,194.171.96.204,194.171.100.2,2016-05-05T00:47:44.770Z,2016-05-05T00:47:41.804Z,1393146669.0,2.966
312.0,194.171.96.208,150.214.37.139,2016-05-05T00:47:59.411Z,2016-05-05T00:47:59.385Z,483477.0,0.026
313.0,194.171.96.183,194.171.101.137,2016-05-05T00:48:08.515Z,2016-05-05T00:47:58.268Z,2668054800.0,10.247
314.0,194.171.96.188,134.79.128.10,2016-05-05T00:48:17.119Z,2016-05-05T00:47:57.704Z,705630041.0,19.415
315.0,194.171.96.205,192.41.230.29,2016-05-05T00:48:12.914Z,2016-05-05T00:48:07.167Z,165291146.0,5.747
316.0,194.171.96.189,134.79.128.10,2016-05-05T00:48:21.067Z,2016-05-05T00:47:57.804Z,711287857.0,23.263
317.0,194.171.96.207,194.171.100.51,2016-05-05T00:48:19.170Z,2016-05-05T00:48:14.994Z,2661136402.0,4.176
318.0,194.171.96.216,134.79.128.10,2016-05-05T00:48:26.118Z,2016-05-05T00:47:58.141Z,705945080.0,27.977
319.0,194.171.96.190,134.79.128.10,2016-05-05T00:48:22.926Z,2016-05-05T00:47:58.072Z,702911058.0,24.854
320.0,194.171.96.208,128.142.209.74,2016-05-05T00:48:34.110Z,2016-05-05T00:47:57.704Z,707135026.0,36.406
321.0,194.171.96.181,134.79.128.10,2016-05-05T00:50:15.375Z,2016-05-05T00:36:39.434Z,2791665520.0,815.941
322.0,194.171.96.185,194.171.100.42,2016-05-05T00:50:35.498Z,2016-05-05T00:50:28.157Z,4177912840.0,7.341
323.0,194.171.96.184,194.171.101.161,2016-05-05T00:50:53.072Z,2016-05-05T00:50:41.635Z,4140159148.0,11.437
324.0,194.171.96.177,194.171.100.20,2016-05-05T00:51:22.756Z,2016-05-05T00:51:11.092Z,2675728684.0,11.664
325.0,194.171.96.216,194.171.100.41,2016-05-05T00:51:36.238Z,2016-05-05T00:51:34.683Z,706103102.0,1.555
326.0,194.171.96.190,149.165.225.218,2016-05-05T00:51:35.966Z,2016-05-05T00:50:06.218Z,3741508363.0,89.748
327.0,194.171.96.216,90.147.67.2,2016-05-05T00:52:11.902Z,2016-05-05T00:52:01.963Z,4568426.0,9.939
328.0,194.171.96.184,90.147.67.12,2016-05-05T00:52:22.519Z,2016-05-05T00:52:16.966Z,4636532.0,5.553
329.0,194.171.96.210,145.100.32.135,2016-05-05T00:52:38.746Z,2016-05-05T00:52:34.731Z,973268685.0,4.015
330.0,194.171.96.208,193.48.99.19,2016-05-05T00:52:43.864Z,2016-05-05T00:52:32.549Z,961605902.0,11.315
331.0,194.171.96.208,193.48.99.194,2016-05-05T00:52:54.054Z,2016-05-05T00:52:45.187Z,991281220.0,8.867
332.0,194.171.96.176,194.171.101.155,2016-05-05T00:52:55.733Z,2016-05-05T00:52:55.468Z,11519631.0,0.265
333.0,194.171.96.209,193.48.99.194,2016-05-05T00:52:55.590Z,2016-05-05T00:52:46.766Z,981782345.0,8.824
334.0,194.171.96.203,193.48.99.199,2016-05-05T00:53:00.997Z,2016-05-05T00:52:42.672Z,970162025.0,18.325
335.0,194.171.96.202,90.147.67.31,2016-05-05T00:53:03.330Z,2016-05-05T00:53:01.994Z,4543776.0,1.336
336.0,194.171.96.206,90.147.67.17,2016-05-05T00:53:04.464Z,2016-05-05T00:53:02.899Z,4342656.0,1.565
337.0,194.171.96.180,90.147.67.29,2016-05-05T00:53:02.962Z,2016-05-05T00:53:02.200Z,4408690.0,0.762
338.0,194.171.96.189,90.147.67.13,2016-05-05T00:53:15.174Z,2016-05-05T00:53:13.129Z,4546633.0,2.045
339.0,194.171.96.178,194.171.101.150,2016-05-05T00:53:21.933Z,2016-05-05T00:53:11.052Z,4146989831.0,10.881
340.0,194.171.96.208,90.147.67.12,2016-05-05T00:53:21.503Z,2016-05-05T00:53:13.118Z,4716710.0,8.385
341.0,194.171.96.208,90.147.67.2,2016-05-05T00:53:29.004Z,2016-05-05T00:53:24.204Z,4440588.0,4.8
342.0,194.171.96.180,90.147.67.30,2016-05-05T00:53:38.957Z,2016-05-05T00:53:29.996Z,4542271.0,8.961
343.0,194.171.96.207,194.171.100.33,2016-05-05T00:53:52.776Z,2016-05-05T00:53:26.119Z,4111859450.0,26.657
344.0,194.171.96.206,194.171.101.200,2016-05-05T00:53:44.418Z,2016-05-05T00:53:33.708Z,4143883172.0,10.71
345.0,194.171.96.210,150.214.37.139,2016-05-05T00:54:04.869Z,2016-05-05T00:54:04.836Z,433182.0,0.033
346.0,194.171.96.209,150.214.37.139,2016-05-05T00:54:17.239Z,2016-05-05T00:54:17.199Z,471959.0,0.04
347.0,194.171.96.202,194.171.101.167,2016-05-05T00:54:21.488Z,2016-05-05T00:54:13.586Z,4149638293.0,7.902
348.0,194.171.96.202,194.171.101.155,2016-05-05T00:54:27.605Z,2016-05-05T00:54:23.159Z,2670304588.0,4.446
349.0,194.171.96.177,193.62.56.36,2016-05-05T00:54:28.932Z,2016-05-05T00:50:45.030Z,4330066934.0,223.902
350.0,194.171.96.202,150.214.37.139,2016-05-05T00:54:29.606Z,2016-05-05T00:54:29.577Z,454836.0,0.029
351.0,194.171.96.210,150.214.37.139,2016-05-05T00:54:23.521Z,2016-05-05T00:54:23.486Z,548412.0,0.035
352.0,194.171.96.209,150.214.37.139,2016-05-05T00:54:23.884Z,2016-05-05T00:54:23.518Z,779990.0,0.366
353.0,194.171.96.204,194.171.101.150,2016-05-05T00:54:41.113Z,2016-05-05T00:54:31.493Z,4233260448.0,9.62
354.0,194.171.96.181,194.171.100.41,2016-05-05T00:54:39.544Z,2016-05-05T00:54:28.410Z,4187578666.0,11.134
355.0,194.171.96.188,194.171.100.30,2016-05-05T00:54:44.198Z,2016-05-05T00:54:39.896Z,1752975156.0,4.302
356.0,194.171.96.216,194.171.100.42,2016-05-05T00:54:45.769Z,2016-05-05T00:54:05.720Z,4128581352.0,40.049
357.0,194.171.96.206,194.171.100.41,2016-05-05T00:55:05.443Z,2016-05-05T00:54:55.563Z,4167605274.0,9.88
358.0,194.171.96.208,194.171.101.197,2016-05-05T00:55:17.063Z,2016-05-05T00:55:05.993Z,4178947220.0,11.07
359.0,194.171.96.205,150.214.37.139,2016-05-05T00:55:27.289Z,2016-05-05T00:55:26.641Z,1735567.0,0.648
360.0,194.171.96.217,194.171.100.30,2016-05-05T00:55:28.523Z,2016-05-05T00:55:28.271Z,12302761.0,0.252
361.0,194.171.96.206,194.171.101.156,2016-05-05T00:55:23.985Z,2016-05-05T00:55:12.825Z,4195846067.0,11.16
362.0,194.171.96.184,194.171.101.146,2016-05-05T00:55:32.947Z,2016-05-05T00:55:29.845Z,1406054131.0,3.102
363.0,194.171.96.205,194.171.101.155,2016-05-05T00:55:39.209Z,2016-05-05T00:55:27.918Z,4201562098.0,11.291
364.0,194.171.96.210,194.171.101.134,2016-05-05T00:55:51.145Z,2016-05-05T00:55:45.468Z,2665674295.0,5.677
365.0,194.171.96.202,150.214.37.139,2016-05-05T00:55:40.189Z,2016-05-05T00:55:39.859Z,738244.0,0.33
366.0,194.171.96.188,131.154.130.99,2016-05-05T00:56:03.045Z,2016-05-05T00:55:59.106Z,740679983.0,3.939
367.0,194.171.96.184,194.171.101.148,2016-05-05T00:55:58.821Z,2016-05-05T00:55:58.549Z,11474987.0,0.272
368.0,194.171.96.185,194.171.101.134,2016-05-05T00:56:10.972Z,2016-05-05T00:56:00.033Z,4135860590.0,10.939
369.0,194.171.96.202,134.219.225.228,2016-05-05T00:56:12.473Z,2016-05-05T00:54:50.753Z,3786625397.0,81.72
370.0,194.171.96.178,194.171.101.146,2016-05-05T00:56:11.216Z,2016-05-05T00:55:59.731Z,4182072084.0,11.485
371.0,194.171.96.174,192.170.227.106,2016-05-05T00:56:24.047Z,2016-05-05T00:55:47.219Z,929691865.0,36.828
372.0,194.171.96.210,134.79.128.10,2016-05-05T00:56:16.301Z,2016-05-05T00:55:47.300Z,711189633.0,29.001
373.0,194.171.96.204,194.171.101.167,2016-05-05T00:56:35.541Z,2016-05-05T00:56:29.522Z,4168516891.0,6.019
374.0,194.171.96.206,194.171.100.41,2016-05-05T00:56:34.838Z,2016-05-05T00:55:58.356Z,4196050847.0,36.482
375.0,194.171.96.188,194.171.100.221,2016-05-05T00:56:47.293Z,2016-05-05T00:56:45.566Z,371314975.0,1.727
376.0,194.171.96.206,194.171.100.30,2016-05-05T00:56:51.920Z,2016-05-05T00:56:50.866Z,956772622.0,1.054
377.0,194.171.96.203,194.171.101.204,2016-05-05T00:57:03.826Z,2016-05-05T00:57:03.572Z,766504.0,0.254
378.0,194.171.96.202,194.171.100.40,2016-05-05T00:57:11.344Z,2016-05-05T00:57:05.409Z,4148705027.0,5.935
379.0,194.171.96.208,194.171.101.146,2016-05-05T00:57:10.170Z,2016-05-05T00:57:00.652Z,4175220398.0,9.518
380.0,194.171.96.174,134.219.225.243,2016-05-05T00:57:13.339Z,2016-05-05T00:55:00.765Z,3805828761.0,132.574
381.0,194.171.96.180,192.41.236.66,2016-05-05T00:57:23.163Z,2016-05-05T00:51:28.742Z,3567276801.0,354.421
382.0,194.171.96.209,194.171.100.24,2016-05-05T00:57:33.461Z,2016-05-05T00:57:28.626Z,4161812590.0,4.835
383.0,194.171.96.178,194.171.101.146,2016-05-05T00:57:34.599Z,2016-05-05T00:57:22.201Z,4155053064.0,12.398
385.0,194.171.96.204,194.171.101.166,2016-05-05T00:57:43.152Z,2016-05-05T00:57:34.791Z,4208039759.0,8.361
386.0,194.171.96.174,194.171.101.204,2016-05-05T00:57:47.550Z,2016-05-05T00:57:47.081Z,283690.0,0.469
388.0,194.171.96.175,194.171.101.169,2016-05-05T00:57:49.397Z,2016-05-05T00:57:48.144Z,739705708.0,1.253
389.0,194.171.96.207,194.171.101.148,2016-05-05T00:58:05.712Z,2016-05-05T00:58:00.907Z,2661136402.0,4.805
390.0,194.171.96.173,194.171.100.30,2016-05-05T00:58:03.957Z,2016-05-05T00:57:46.729Z,4178480817.0,17.228
391.0,194.171.96.210,192.41.236.66,2016-05-05T00:57:56.617Z,2016-05-05T00:51:28.938Z,3583335535.0,387.679
392.0,194.171.96.188,192.41.236.66,2016-05-05T00:57:58.037Z,2016-05-05T00:51:41.244Z,3581244416.0,376.793
393.0,194.171.96.207,150.214.37.139,2016-05-05T00:58:12.663Z,2016-05-05T00:58:12.633Z,451757.0,0.03
394.0,194.171.96.209,194.171.101.166,2016-05-05T00:58:22.923Z,2016-05-05T00:58:14.699Z,4136754238.0,8.224
395.0,194.171.96.190,194.171.101.148,2016-05-05T00:58:16.906Z,2016-05-05T00:58:14.599Z,973267501.0,2.307
396.0,194.171.96.204,192.41.236.62,2016-05-05T00:58:17.845Z,2016-05-05T00:51:14.966Z,3625286151.0,422.879
397.0,194.171.96.183,194.171.100.41,2016-05-05T00:58:39.122Z,2016-05-05T00:58:30.911Z,1405307150.0,8.211
398.0,194.171.96.186,134.79.128.10,2016-05-05T00:58:46.167Z,2016-05-05T00:58:23.123Z,710102939.0,23.044
399.0,194.171.96.189,134.79.128.10,2016-05-05T00:58:46.366Z,2016-05-05T00:58:23.786Z,716104474.0,22.58
400.0,194.171.96.187,134.79.128.10,2016-05-05T00:58:50.850Z,2016-05-05T00:58:23.416Z,710478961.0,27.434
401.0,194.171.96.209,194.171.100.229,2016-05-05T00:58:53.667Z,2016-05-05T00:58:23.981Z,10126946082.0,29.686
403.0,194.171.96.209,194.171.100.41,2016-05-05T00:59:12.113Z,2016-05-05T00:58:48.355Z,2653865233.0,23.758
404.0,194.171.96.210,194.171.101.160,2016-05-05T00:59:06.971Z,2016-05-05T00:58:59.497Z,4137059888.0,7.474
405.0,194.171.96.202,194.171.100.6,2016-05-05T00:59:10.908Z,2016-05-05T00:59:06.816Z,4148705027.0,4.092
406.0,194.171.96.209,194.171.100.40,2016-05-05T00:59:15.103Z,2016-05-05T00:58:44.159Z,4215844453.0,30.944
407.0,194.171.96.209,194.171.101.169,2016-05-05T00:59:22.134Z,2016-05-05T00:59:20.293Z,981782345.0,1.841
408.0,194.171.96.205,134.79.128.10,2016-05-05T00:59:26.264Z,2016-05-05T00:58:59.539Z,704956172.0,26.725
409.0,194.171.96.206,194.171.101.160,2016-05-05T00:59:40.968Z,2016-05-05T00:59:34.913Z,4187710192.0,6.055
410.0,194.171.96.210,194.171.101.166,2016-05-05T00:59:56.083Z,2016-05-05T00:59:51.425Z,4171658654.0,4.658
411.0,194.171.96.203,194.171.101.169,2016-05-05T00:59:51.472Z,2016-05-05T00:59:44.761Z,2670951125.0,6.711
412.0,194.171.96.177,129.15.40.252,2016-05-05T00:59:56.302Z,2016-05-05T00:59:49.207Z,170566809.0,7.095
413.0,194.171.96.203,194.171.101.196,2016-05-05T01:00:04.041Z,2016-05-05T00:59:58.888Z,2674396549.0,5.153
414.0,194.171.96.190,194.171.101.160,2016-05-05T00:59:58.702Z,2016-05-05T00:59:52.441Z,4148454896.0,6.261
415.0,194.171.96.187,194.171.100.40,2016-05-05T01:00:27.568Z,2016-05-05T00:59:32.953Z,4158740006.0,54.615
416.0,194.171.96.177,194.171.101.157,2016-05-05T01:00:31.256Z,2016-05-05T01:00:28.755Z,962164850.0,2.501
417.0,194.171.96.174,194.171.101.134,2016-05-05T01:00:51.884Z,2016-05-05T01:00:44.392Z,4089629314.0,7.492
418.0,194.171.96.180,194.171.101.193,2016-05-05T01:01:01.837Z,2016-05-05T01:01:01.531Z,11564903.0,0.306
419.0,194.171.96.178,194.171.101.199,2016-05-05T01:01:13.884Z,2016-05-05T01:01:07.464Z,4177597866.0,6.42
420.0,194.171.96.203,192.170.227.108,2016-05-05T01:01:23.586Z,2016-05-05T01:00:49.569Z,716432243.0,34.017
421.0,194.171.96.181,194.171.101.199,2016-05-05T01:01:50.594Z,2016-05-05T01:01:46.922Z,2689202744.0,3.672
422.0,194.171.96.173,194.171.101.167,2016-05-05T01:01:49.921Z,2016-05-05T01:01:43.451Z,4228440669.0,6.47
423.0,194.171.96.205,194.171.101.192,2016-05-05T01:02:05.685Z,2016-05-05T01:02:04.579Z,716496175.0,1.106
424.0,194.171.96.202,194.171.100.56,2016-05-05T01:02:08.105Z,2016-05-05T01:01:34.414Z,4164362022.0,33.691
425.0,194.171.96.210,194.171.101.157,2016-05-05T01:02:30.530Z,2016-05-05T01:02:20.586Z,4171658654.0,9.944
426.0,194.171.96.209,194.171.100.6,2016-05-05T01:02:34.477Z,2016-05-05T01:02:32.046Z,963720903.0,2.431
427.0,194.171.96.208,194.171.101.195,2016-05-05T01:02:29.336Z,2016-05-05T01:02:28.094Z,708659613.0,1.242
428.0,194.171.96.203,194.171.101.199,2016-05-05T01:02:32.400Z,2016-05-05T01:02:25.956Z,2660681851.0,6.444
429.0,194.171.96.184,194.171.100.24,2016-05-05T01:02:36.000Z,2016-05-05T01:02:08.076Z,4140159148.0,27.924
430.0,194.171.96.209,194.171.100.56,2016-05-05T01:02:43.074Z,2016-05-05T01:02:22.062Z,2660837180.0,21.012
431.0,194.171.96.210,194.171.100.221,2016-05-05T01:02:48.923Z,2016-05-05T01:02:44.721Z,2713376600.0,4.202
432.0,194.171.96.208,194.171.101.149,2016-05-05T01:02:42.876Z,2016-05-05T01:02:30.567Z,4173345279.0,12.309
433.0,194.171.96.186,192.170.227.108,2016-05-05T01:02:48.862Z,2016-05-05T01:00:39.747Z,3730158529.0,129.115
434.0,194.171.96.174,194.171.100.44,2016-05-05T01:02:53.626Z,2016-05-05T01:02:40.749Z,4148021594.0,12.877
435.0,194.171.96.184,194.171.101.199,2016-05-05T01:03:13.560Z,2016-05-05T01:03:11.250Z,960560336.0,2.31
436.0,194.171.96.208,194.171.101.194,2016-05-05T01:03:22.998Z,2016-05-05T01:03:09.019Z,4130251279.0,13.979
437.0,194.171.96.176,145.100.32.145,2016-05-05T01:03:20.444Z,2016-05-05T01:03:16.714Z,977451555.0,3.73
438.0,194.171.96.177,145.100.32.163,2016-05-05T01:03:21.100Z,2016-05-05T01:03:16.550Z,975749640.0,4.55
439.0,194.171.96.187,145.100.32.142,2016-05-05T01:03:28.444Z,2016-05-05T01:03:23.887Z,985698741.0,4.557
440.0,194.171.96.205,145.100.32.169,2016-05-05T01:03:28.901Z,2016-05-05T01:03:26.406Z,984146995.0,2.495
441.0,194.171.96.178,194.171.101.194,2016-05-05T01:03:42.826Z,2016-05-05T01:03:38.169Z,1395542667.0,4.657
442.0,194.171.96.188,193.48.99.192,2016-05-05T01:03:46.855Z,2016-05-05T01:03:37.098Z,961148238.0,9.757
443.0,194.171.96.202,194.171.101.149,2016-05-05T01:03:49.748Z,2016-05-05T01:03:42.290Z,4158530889.0,7.458
444.0,194.171.96.182,194.171.100.43,2016-05-05T01:04:02.072Z,2016-05-05T01:03:59.203Z,988245297.0,2.869
445.0,194.171.96.181,194.171.101.138,2016-05-05T01:04:14.136Z,2016-05-05T01:04:11.656Z,1402875570.0,2.48
446.0,194.171.96.179,194.171.101.133,2016-05-05T01:04:08.622Z,2016-05-05T01:03:49.702Z,4177492270.0,18.92
447.0,194.171.96.205,194.171.101.149,2016-05-05T01:04:11.202Z,2016-05-05T01:04:00.537Z,4156302837.0,10.665
448.0,194.171.96.177,192.108.46.10,2016-05-05T01:04:32.336Z,2016-05-05T01:03:28.797Z,897570692.0,63.539
449.0,194.171.96.190,192.108.46.8,2016-05-05T01:04:33.888Z,2016-05-05T01:03:25.864Z,908269657.0,68.024
450.0,194.171.96.175,192.12.15.240,2016-05-05T01:04:29.024Z,2016-05-05T01:04:08.283Z,3809842956.0,20.741
